: زمان افعال
کثیف کثیف‌ترین زیرک زیرک‌ترین
کثیف کثیف‌ترین خشن خشن‌ترین
کثیف کثیف‌ترین بزرگ بزرگترین
کثیف کثیف‌ترین کوچک کوچکترین
کثیف کثیف‌ترین راحت راحت‌ترین
کثیف کثیف‌ترین نرم نرم‌ترین
کثیف کثیف‌ترین سخت سخت‌ترین
کثیف کثیف‌ترین گرم گرم‌ترین
کثیف کثیف‌ترین سرد سردترین
کثیف کثیف‌ترین دانا داناترین
کثیف کثیف‌ترین توانا تواناترین
کثیف کثیف‌ترین پسندیده پسندیده‌ترین
کثیف کثیف‌ترین سودمند سودمندترین
کثیف کثیف‌ترین رها رهاترین
کثیف کثیف‌ترین زشت زشت‌ترین
کثیف کثیف‌ترین داغ داغ‌ترین
کثیف کثیف‌ترین پیچیده پیچیده‌ترین
کثیف کثیف‌ترین محکم محکم‌ترین
کثیف کثیف‌ترین قوی قوی‌ترین
کثیف کثیف‌ترین روشن روشن‌ترین
کثیف کثیف‌ترین تاریک تاریک‌ترین
کثیف کثیف‌ترین دقیق دقیق‌ترین
کثیف کثیف‌ترین ظریف ظریف‌ترین
کثیف کثیف‌ترین طولانی طولانی‌ترین
کثیف کثیف‌ترین پست پست‌ترین
کثیف کثیف‌ترین مریض مریض‌ترین
کثیف کثیف‌ترین سالم سالم‌ترین
کثیف کثیف‌ترین غم‌انگیز غم‌انگیزترین
کثیف کثیف‌ترین شجاع شجاع‌ترین
کثیف کثیف‌ترین دلیر دلیرترین
کثیف کثیف‌ترین آزاد آزادترین
کثیف کثیف‌ترین خسته خسته‌ترین
بلند بلندترین ﻿خوب خوب‌ترین
بلند بلندترین بد بدترین
بلند بلندترین شاد شادترین
بلند بلندترین زیبا زیباترین
بلند بلندترین مهربان مهربان‌ترین
بلند بلندترین تمیز تمیزترین
بلند بلندترین کثیف کثیف‌ترین
بلند بلندترین کوتاه کوتاه‌ترین
بلند بلندترین چاق چاق‌ترین
بلند بلندترین لاغر لاغرترین
بلند بلندترین نازک نازکترین
بلند بلندترین زخیم زخیم‌ترین
بلند بلندترین پهن پهن‌ترین
بلند بلندترین ترسناک ترسناک‌ترین
بلند بلندترین خوشحال خوشحال‌ترین
بلند بلندترین پلید پلیدترین
بلند بلندترین احمق احمق‌ترین
بلند بلندترین باهوش باهوش‌ترین
بلند بلندترین ساده ساده‌ترین
بلند بلندترین زرنگ زرنگ‌ترین
بلند بلندترین زیرک زیرک‌ترین
بلند بلندترین خشن خشن‌ترین
بلند بلندترین بزرگ بزرگترین
بلند بلندترین کوچک کوچکترین
بلند بلندترین راحت راحت‌ترین
بلند بلندترین نرم نرم‌ترین
بلند بلندترین سخت سخت‌ترین
بلند بلندترین گرم گرم‌ترین
بلند بلندترین سرد سردترین
بلند بلندترین دانا داناترین
بلند بلندترین توانا تواناترین
بلند بلندترین پسندیده پسندیده‌ترین
بلند بلندترین سودمند سودمندترین
بلند بلندترین رها رهاترین
بلند بلندترین زشت زشت‌ترین
بلند بلندترین داغ داغ‌ترین
بلند بلندترین پیچیده پیچیده‌ترین
بلند بلندترین محکم محکم‌ترین
بلند بلندترین قوی قوی‌ترین
بلند بلندترین روشن روشن‌ترین
بلند بلندترین تاریک تاریک‌ترین
بلند بلندترین دقیق دقیق‌ترین
بلند بلندترین ظریف ظریف‌ترین
بلند بلندترین طولانی طولانی‌ترین
بلند بلندترین پست پست‌ترین
بلند بلندترین مریض مریض‌ترین
بلند بلندترین سالم سالم‌ترین
بلند بلندترین غم‌انگیز غم‌انگیزترین
بلند بلندترین شجاع شجاع‌ترین
بلند بلندترین دلیر دلیرترین
بلند بلندترین آزاد آزادترین
بلند بلندترین خسته خسته‌ترین
کوتاه کوتاه‌ترین ﻿خوب خوب‌ترین
کوتاه کوتاه‌ترین بد بدترین
کوتاه کوتاه‌ترین شاد شادترین
کوتاه کوتاه‌ترین زیبا زیباترین
کوتاه کوتاه‌ترین مهربان مهربان‌ترین
کوتاه کوتاه‌ترین تمیز تمیزترین
کوتاه کوتاه‌ترین کثیف کثیف‌ترین
کوتاه کوتاه‌ترین بلند بلندترین
کوتاه کوتاه‌ترین چاق چاق‌ترین
کوتاه کوتاه‌ترین لاغر لاغرترین
کوتاه کوتاه‌ترین نازک نازکترین
کوتاه کوتاه‌ترین زخیم زخیم‌ترین
کوتاه کوتاه‌ترین پهن پهن‌ترین
کوتاه کوتاه‌ترین ترسناک ترسناک‌ترین
کوتاه کوتاه‌ترین خوشحال خوشحال‌ترین
کوتاه کوتاه‌ترین پلید پلیدترین
کوتاه کوتاه‌ترین احمق احمق‌ترین
کوتاه کوتاه‌ترین باهوش باهوش‌ترین
کوتاه کوتاه‌ترین ساده ساده‌ترین
کوتاه کوتاه‌ترین زرنگ زرنگ‌ترین
کوتاه کوتاه‌ترین زیرک زیرک‌ترین
کوتاه کوتاه‌ترین خشن خشن‌ترین
کوتاه کوتاه‌ترین بزرگ بزرگترین
کوتاه کوتاه‌ترین کوچک کوچکترین
کوتاه کوتاه‌ترین راحت راحت‌ترین
کوتاه کوتاه‌ترین نرم نرم‌ترین
کوتاه کوتاه‌ترین سخت سخت‌ترین
کوتاه کوتاه‌ترین گرم گرم‌ترین
کوتاه کوتاه‌ترین سرد سردترین
کوتاه کوتاه‌ترین دانا داناترین
کوتاه کوتاه‌ترین توانا تواناترین
کوتاه کوتاه‌ترین پسندیده پسندیده‌ترین
کوتاه کوتاه‌ترین سودمند سودمندترین
کوتاه کوتاه‌ترین رها رهاترین
کوتاه کوتاه‌ترین زشت زشت‌ترین
کوتاه کوتاه‌ترین داغ داغ‌ترین
کوتاه کوتاه‌ترین پیچیده پیچیده‌ترین
کوتاه کوتاه‌ترین محکم محکم‌ترین
کوتاه کوتاه‌ترین قوی قوی‌ترین
کوتاه کوتاه‌ترین روشن روشن‌ترین
کوتاه کوتاه‌ترین تاریک تاریک‌ترین
کوتاه کوتاه‌ترین دقیق دقیق‌ترین
کوتاه کوتاه‌ترین ظریف ظریف‌ترین
کوتاه کوتاه‌ترین طولانی طولانی‌ترین
کوتاه کوتاه‌ترین پست پست‌ترین
کوتاه کوتاه‌ترین مریض مریض‌ترین
کوتاه کوتاه‌ترین سالم سالم‌ترین
کوتاه کوتاه‌ترین غم‌انگیز غم‌انگیزترین
کوتاه کوتاه‌ترین شجاع شجاع‌ترین
کوتاه کوتاه‌ترین دلیر دلیرترین
کوتاه کوتاه‌ترین آزاد آزادترین
کوتاه کوتاه‌ترین خسته خسته‌ترین
چاق چاق‌ترین ﻿خوب خوب‌ترین
چاق چاق‌ترین بد بدترین
چاق چاق‌ترین شاد شادترین
چاق چاق‌ترین زیبا زیباترین
چاق چاق‌ترین مهربان مهربان‌ترین
چاق چاق‌ترین تمیز تمیزترین
چاق چاق‌ترین کثیف کثیف‌ترین
چاق چاق‌ترین بلند بلندترین
چاق چاق‌ترین کوتاه کوتاه‌ترین
چاق چاق‌ترین لاغر لاغرترین
چاق چاق‌ترین نازک نازکترین
چاق چاق‌ترین زخیم زخیم‌ترین
چاق چاق‌ترین پهن پهن‌ترین
چاق چاق‌ترین ترسناک ترسناک‌ترین
چاق چاق‌ترین خوشحال خوشحال‌ترین
چاق چاق‌ترین پلید پلیدترین
چاق چاق‌ترین احمق احمق‌ترین
چاق چاق‌ترین باهوش باهوش‌ترین
چاق چاق‌ترین ساده ساده‌ترین
چاق چاق‌ترین زرنگ زرنگ‌ترین
چاق چاق‌ترین زیرک زیرک‌ترین
چاق چاق‌ترین خشن خشن‌ترین
چاق چاق‌ترین بزرگ بزرگترین
چاق چاق‌ترین کوچک کوچکترین
چاق چاق‌ترین راحت راحت‌ترین
چاق چاق‌ترین نرم نرم‌ترین
چاق چاق‌ترین سخت سخت‌ترین
چاق چاق‌ترین گرم گرم‌ترین
چاق چاق‌ترین سرد سردترین
چاق چاق‌ترین دانا داناترین
چاق چاق‌ترین توانا تواناترین
چاق چاق‌ترین پسندیده پسندیده‌ترین
چاق چاق‌ترین سودمند سودمندترین
چاق چاق‌ترین رها رهاترین
چاق چاق‌ترین زشت زشت‌ترین
چاق چاق‌ترین داغ داغ‌ترین
چاق چاق‌ترین پیچیده پیچیده‌ترین
چاق چاق‌ترین محکم محکم‌ترین
چاق چاق‌ترین قوی قوی‌ترین
چاق چاق‌ترین روشن روشن‌ترین
چاق چاق‌ترین تاریک تاریک‌ترین
چاق چاق‌ترین دقیق دقیق‌ترین
چاق چاق‌ترین ظریف ظریف‌ترین
چاق چاق‌ترین طولانی طولانی‌ترین
چاق چاق‌ترین پست پست‌ترین
چاق چاق‌ترین مریض مریض‌ترین
چاق چاق‌ترین سالم سالم‌ترین
چاق چاق‌ترین غم‌انگیز غم‌انگیزترین
چاق چاق‌ترین شجاع شجاع‌ترین
چاق چاق‌ترین دلیر دلیرترین
چاق چاق‌ترین آزاد آزادترین
چاق چاق‌ترین خسته خسته‌ترین
لاغر لاغرترین ﻿خوب خوب‌ترین
لاغر لاغرترین بد بدترین
لاغر لاغرترین شاد شادترین
لاغر لاغرترین زیبا زیباترین
لاغر لاغرترین مهربان مهربان‌ترین
لاغر لاغرترین تمیز تمیزترین
لاغر لاغرترین کثیف کثیف‌ترین
لاغر لاغرترین بلند بلندترین
لاغر لاغرترین کوتاه کوتاه‌ترین
لاغر لاغرترین چاق چاق‌ترین
لاغر لاغرترین نازک نازکترین
لاغر لاغرترین زخیم زخیم‌ترین
لاغر لاغرترین پهن پهن‌ترین
لاغر لاغرترین ترسناک ترسناک‌ترین
لاغر لاغرترین خوشحال خوشحال‌ترین
لاغر لاغرترین پلید پلیدترین
لاغر لاغرترین احمق احمق‌ترین
لاغر لاغرترین باهوش باهوش‌ترین
لاغر لاغرترین ساده ساده‌ترین
لاغر لاغرترین زرنگ زرنگ‌ترین
لاغر لاغرترین زیرک زیرک‌ترین
لاغر لاغرترین خشن خشن‌ترین
لاغر لاغرترین بزرگ بزرگترین
لاغر لاغرترین کوچک کوچکترین
لاغر لاغرترین راحت راحت‌ترین
لاغر لاغرترین نرم نرم‌ترین
لاغر لاغرترین سخت سخت‌ترین
لاغر لاغرترین گرم گرم‌ترین
